question,answer
"How do I transfer a vehicle if I can’t trace the owner (absentee transferor)?","Prepare affidavit with stamp duty, newspaper public notice, court order instructing transfer, ID copies, original logbook and transfer forms; present vehicle for inspection; fees assessed; submit application with attachments (include 14-day newspaper advert) for approval." 
"How do I search and certify motor vehicle details?","Only for vehicles with new logbooks. On ura.go.ug → e-services → motor vehicle → search & certification; enter applicant TIN (or No), vehicle number, select application type, register payment, print payment slip, pay bank. After payment use reference/search code to view details online; certification copies issued by Licensing office if paid for certification." 
"How do I endorse third-party interest (caveat) on a motor vehicle?","For vehicles with new logbooks. Interested party writes to licensing office, declares instrument, pays stamp duty; documents acknowledged and endorsement fee (UGX 50,000) assessed; pay bank and present evidence; upon confirmation, registration book issued with third-party endorsement." 
"How do I renew a dealer’s plate license?","Login with TIN → e-services → Motor Vehicle registration → Dealer’s License applications; fill mandatory fields, attach docs, register payment (select head/subhead), choose bank/mode, submit; print acknowledgment/form/payment slip; pay bank; submit to Licensing office with attachments." 
"How do I renew an OTV license?","Login with TIN → e-services → Motor Vehicle registration → Owner’s Transport Vehicle applications; fill mandatory fields, attach docs, register payment (select head/subhead), choose bank/mode, submit; print acknowledgment/form/payment slip; pay bank; submit to Licensing office with attachments." 
"How do I get or renew PMO and PSV license?","Handled at Transport Licensing Board. URA role: register payment online. On ura.go.ug → e-services → Payment registration → Tax head Other NTR → Details of other NTR: Ministry of Works and Transport → select PSV/PMO and category → complete slip, accept & register, print and pay bank; take payment evidence to Transport Licensing Board for processing." 
"What is a return filing?","A return of income is a declaration to URA of income (or loss) for a period (e.g., PAYE, income tax, VAT, LED, WHT, GPBT, etc.)." 
"Who is eligible to file a return?","Anyone with chargeable income (except resident individuals below threshold); resident companies file on global income; partnerships file returns." 
"Who is not required to file a return?","Non-residents whose Uganda-sourced income is fully subject to final WHT; resident individuals with only single-employer PAYE income; resident individuals below chargeable-income threshold." 
"What are the due dates for filing returns?","Provisional (individual): 3 months after start of year; Provisional (non-individual): 6 months after start; VAT/PAYE/WHT/LED (services): 15th of following month; LED (goods): 21st; GPBT: weekly." 
"What is the difference between provisional and final return?","Provisional: estimated income/tax for the current/next period. Final: actual income/tax for the completed period." 
"How do I file a return?","Login ura.go.ug with TIN/password → e-services → e-returns → select return type and download template; enable macros, fill without renaming or copy/paste; validate to generate upload file; back to e-returns upload file with return period and captcha; submit; e-acknowledgment is issued (also emailed/portal)." 
"How do I amend an already filed return?","Login → e-services → e-returns → amendments → select return type; enter period, download original return (encrypted), open and set status to amended with original ref/date; change details, validate to create upload file; upload via amendment section and submit; acknowledgment is issued." 
"How do I print a submitted return or view history?","Login → e-services → e-returns → View History; choose period and form, click show; open reference number (blue link) to print forms and receipt." 
"How do I deal with an "Error code on return upload"?","Do not rename templates or copy/cut/paste values. Keep the system-provided filename and adhere to defined formats; renaming or pasting breaks security and causes upload errors."
