question,answer
"How do I transfer a vehicle if I can’t trace the owner (absentee transferor)?","Prepare affidavit with stamp duty, newspaper public notice, court order instructing transfer, ID copies, original logbook and transfer forms; present vehicle for inspection; fees assessed; submit application with attachments (include 14-day newspaper advert) for approval." 
"How do I search and certify motor vehicle details?","Only for vehicles with new logbooks. On ura.go.ug → e-services → motor vehicle → search & certification; enter applicant TIN (or No), vehicle number, select application type, register payment, print payment slip, pay bank. After payment use reference/search code to view details online; certification copies issued by Licensing office if paid for certification." 
"How do I endorse third-party interest (caveat) on a motor vehicle?","For vehicles with new logbooks. Interested party writes to licensing office, declares instrument, pays stamp duty; documents acknowledged and endorsement fee (UGX 50,000) assessed; pay bank and present evidence; upon confirmation, registration book issued with third-party endorsement." 
"How do I renew a dealer’s plate license?","Login with TIN → e-services → Motor Vehicle registration → Dealer’s License applications; fill mandatory fields, attach docs, register payment (select head/subhead), choose bank/mode, submit; print acknowledgment/form/payment slip; pay bank; submit to Licensing office with attachments." 
"How do I renew an OTV license?","Login with TIN → e-services → Motor Vehicle registration → Owner’s Transport Vehicle applications; fill mandatory fields, attach docs, register payment (select head/subhead), choose bank/mode, submit; print acknowledgment/form/payment slip; pay bank; submit to Licensing office with attachments." 
"How do I get or renew PMO and PSV license?","Handled at Transport Licensing Board. URA role: register payment online. On ura.go.ug → e-services → Payment registration → Tax head Other NTR → Details of other NTR: Ministry of Works and Transport → select PSV/PMO and category → complete slip, accept & register, print and pay bank; take payment evidence to Transport Licensing Board for processing." 
"What is a return filing?","A return of income is a declaration to URA of income (or loss) for a period (e.g., PAYE, income tax, VAT, LED, WHT, GPBT, etc.)." 
"Who is eligible to file a return?","Anyone with chargeable income (except resident individuals below threshold); resident companies file on global income; partnerships file returns." 
"Who is not required to file a return?","Non-residents whose Uganda-sourced income is fully subject to final WHT; resident individuals with only single-employer PAYE income; resident individuals below chargeable-income threshold." 
"What are the due dates for filing returns?","Provisional (individual): 3 months after start of year; Provisional (non-individual): 6 months after start; VAT/PAYE/WHT/LED (services): 15th of following month; LED (goods): 21st; GPBT: weekly." 
"What is the difference between provisional and final return?","Provisional: estimated income/tax for the current/next period. Final: actual income/tax for the completed period." 
"How do I file a return?","Login ura.go.ug with TIN/password → e-services → e-returns → select return type and download template; enable macros, fill without renaming or copy/paste; validate to generate upload file; back to e-returns upload file with return period and captcha; submit; e-acknowledgment is issued (also emailed/portal)." 
"How do I amend an already filed return?","Login → e-services → e-returns → amendments → select return type; enter period, download original return (encrypted), open and set status to amended with original ref/date; change details, validate to create upload file; upload via amendment section and submit; acknowledgment is issued." 
"How do I print a submitted return or view history?","Login → e-services → e-returns → View History; choose period and form, click show; open reference number (blue link) to print forms and receipt." 
"How do I deal with an ""Error code on return upload""?","Do not rename templates or copy/cut/paste values. Keep the system-provided filename and adhere to defined formats; renaming or pasting breaks security and causes upload errors."
"How do I file a tax return on the URA portal?","To file a tax return: 1) Log in to ura.go.ug or portal.ura.go.ug with your 10-digit TIN and password; 2) Navigate to e-Services > Returns > File a Return; 3) Select your tax type (Income Tax DT-1001, VAT DT-1014, PAYE DT-1004, or Withholding Tax DT-1013); 4) Select the correct Return Period (Month/Year); 5) Upload the validated return file generated from the official template; 6) Enter the security CAPTCHA and click Submit; 7) The system instantly generates an e-Acknowledgement Receipt and assessment summary."
"How do I download online return forms on the URA portal?","To download online return forms: 1) Go to portal.ura.go.ug > e-Services > Returns > Download Online Return Forms (no login required); 2) Select the required return form (DT-1001 for Income Tax, DT-1014 for VAT, DT-1004 for PAYE, DT-1013 for WHT, or DT-1025 for Rental Tax); 3) Click Download to save the official macro-enabled Excel template. Do not rename the downloaded file or alter pre-set headers; enable macros in Excel and click Validate once filled to create the upload file."
"Why do I need to enable macros in URA online return Excel templates?","URA return templates use built-in Excel VBA macros to validate arithmetic, check TIN validity, calculate tax brackets, and generate an encrypted compressed file for upload. If macros are disabled, click 'Enable Content' at the top security warning in Excel; otherwise, the Validate button will not function and the return cannot be submitted."
"How do I download manual return forms on the URA portal?","To download manual paper return forms: 1) Visit portal.ura.go.ug > e-Services > Returns > Download Manual Return Forms (or Domestic Taxes > Manual Forms); 2) Select the required PDF form (e.g. Presumptive Tax Return for small businesses turnover UGX 10M–150M, Form TR VII for motor vehicles, or Form DT-1015 for objection notices); 3) Download and print the PDF; 4) Fill in ink, sign, attach supporting records, and submit physically to your designated URA service centre."
"Who is eligible to file manual return forms instead of online e-returns?","Manual return filing is available to small businesses under the presumptive tax regime (annual turnover between UGX 10 million and 150 million without formal accounting books), individuals with special commissioner approval, and transactions requiring manual statutory forms (such as vehicle transfer TR VII or objection notices)."
"What is the IT-Digital Service Tax Return Form for Non-Resident Service Providers?","The IT-Digital Service Tax Return (Form IT-DST) is a specialized electronic return under Section 86A of the Income Tax Act for foreign non-resident tech companies providing digital services to consumers in Uganda (e.g. cloud services, streaming, SaaS, online advertising, digital marketplaces like Netflix, Meta, Google, Uber). The tax rate is 5% flat on gross digital revenue."
"How do non-resident digital service providers file their quarterly IT-DST return?","To file an IT-DST return: 1) Log in to portal.ura.go.ug with your Non-Resident Digital TIN credentials; 2) Go to e-Services > Returns > Non-Resident Digital Services > File IT-DST Return; 3) Select the calendar quarter (Q1 due April 15, Q2 due July 15, Q3 due October 15, Q4 due January 15); 4) Declare gross revenue earned from Ugandan customers; 5) The system computes the 5% Digital Services Tax liability automatically; 6) Submit and obtain your e-acknowledgement and payment PRN (payable in USD or UGX)."
"What is the due date and tax rate for non-resident digital service tax returns?","The Digital Services Tax rate is 5% on gross revenue derived from supplying digital services to individuals in Uganda under Section 86A of the Income Tax Act. Returns must be filed quarterly within 15 days following the end of each calendar quarter (by 15 April, 15 July, 15 October, and 15 January)."
"How do I authenticate or verify a URA return filing acknowledgement or document?","To verify a return filing acknowledgement or document: 1) Go to portal.ura.go.ug > e-Services > Document Authentication; 2) Select the document category (Return Filing Acknowledgement Receipt, Tax Clearance Certificate TCC, Withholding Exemption, or Assessment Notice); 3) Enter the Document Reference Number or Acknowledgement Number; 4) Enter the security CAPTCHA and click Verify. The portal confirms whether the document was officially issued by URA and displays matching taxpayer details."
"How do I apply for a tax refund on the URA portal?","To apply for a tax refund: 1) Log in to portal.ura.go.ug with your 10-digit TIN and password; 2) Navigate to e-Services > Tax Refund > Apply for Tax Refund; 3) Select the refund tax type (VAT Input Tax Credit under Section 31 VAT Act, Overpaid Income Tax under Section 113 ITA, or Withholding Tax Offset); 4) Provide commercial bank account details matching your URA registered TIN name; 5) Attach supporting documents (EFRIS purchase invoices with FDNs, bank payment vouchers, and withholding certificates); 6) Submit online to obtain your Refund Application Reference Number. URA audits and approves claims within the 90-day statutory timeline for direct EFT disbursement."
"How do I apply for a refund of payments made to Government Ministries, Departments, or Agencies (MDAs)?","To claim a refund for payments made to MDAs (e.g. passport fees to Ministry of Internal Affairs, court fees, police fees, URSB, or Ministry of Lands): 1) Log in to portal.ura.go.ug with your TIN; 2) Go to e-Services > Tax Refund > Payment made to Ministry, Department or Agency (MDAs); 3) Select the specific MDA beneficiary; 4) Enter the original Payment Registration Number (PRN), bank payment reference, and amount paid; 5) Attach the mandatory MDA Clearance Endorsement Letter confirming the service was unrendered, cancelled, or duplicate payment occurred; 6) Submit with verified bank details for EFT reimbursement."
"How do I apply for a refund on Motor Vehicle, Stamp Duty, or Driving Permit payments?","To claim a refund for motor vehicle fees, stamp duty, or driving permits: 1) Go to portal.ura.go.ug > e-Services > Tax Refund > Motor Vehicle or Stamp Duty or Driving Permit; 2) Select the category (Motor Vehicle registration/plates/transfer, Stamp Duty on cancelled land deals, or Driving Permit fees with UDLS); 3) Enter the original PRN, assessment number, vehicle chassis/registration number, or land plot/block/district reference; 4) Attach original bank payment slips, duplicate PRNs, deed cancellation agreement, or inspection endorsements; 5) Submit bank account details matching the vehicle or property applicant TIN for EFT refund."
"How do I claim a refund or duty drawback on import or export customs duties?","To apply for an import/export customs tax refund: 1) Log in to portal.ura.go.ug or Asycuda World > e-Services > Tax Refund > Import or Export Tax Refund; 2) Provide the Customs Declaration Entry Number (Asycuda C-series / E-series reference) and declaration year; 3) Select the legal claim ground under EACCMA (Section 144 / 148), such as tariff re-classification, short-landing/damaged goods, diplomatic exemption, or duty drawback on exported raw materials; 4) Upload supporting documents including Bill of Lading, Airway Bill, customs assessment notice, port examination report, and re-export certificate; 5) Submit for customs revenue audit and EFT reimbursement."
"How do I track the status of my tax refund application?","To track your tax refund progress: 1) Visit portal.ura.go.ug > e-Services > Tax Refund > Track Application Status; 2) Enter your 10-digit TIN and the Refund Application Reference Number (e.g. REF-XXXXXXXX); 3) Enter the security CAPTCHA code and click Track Status; 4) The system displays the real-time stage: 'Application Received' → 'Desk Audit In-Progress' → 'Audit Approved' → 'Sent to Treasury/Bank of Uganda' → 'EFT Payment Disbursed'. If additional information is requested, upload required documents within 15 statutory days."
"Where do I download manual tax refund claim forms on the URA portal?","To download manual refund forms: 1) Visit portal.ura.go.ug > e-Services > Tax Refund > Download Refund Manual Forms; 2) Download the appropriate statutory PDF form: Form DT-4001 (Domestic Tax Refund Application for Income Tax, VAT, Withholding), Customs Form C20/C21 (Customs Duty Refund & Drawback under EACCMA), MDA Non-Tax Revenue Refund Claim Voucher, or Motor Vehicle & Stamp Duty Refund Claim Voucher; 3) Complete all fields in ink, sign, attach proof of payment (PRN and bank deposit slips) and agency clearance letters; 4) Lodge the physical file at your nearest URA regional office or customs border station."
"How do I authenticate a URA tax refund approval letter or credit voucher?","To authenticate a tax refund document: 1) Go to portal.ura.go.ug > e-Services > Tax Refund > Document Authentication (or e-Services > Document Authentication); 2) Select document type (Tax Refund Approval Letter, Withholding Tax Credit Voucher, or Tax Clearance Certificate); 3) Enter the unique Document Reference Number or Acknowledgement Number; 4) Enter the security CAPTCHA code and click Verify Document; 5) The portal cross-checks central databases and displays the taxpayer TIN, issue date, approved amount, and validity status to confirm legitimacy."
"What is a tax agent according to URA regulations and what are their duties?","According to the law (Tax Procedures Code Act), a tax agent is an individual, partnership, or company approved, vetted, and licensed by the Tax Agents Registration Committee (TARC). A tax agent is responsible for: 1) Preparation, certification, and filing of tax returns and information returns on behalf of taxpayers; 2) Preparing requests for rulings, petitions, protests, objections (Section 24 TPCA), refund applications, and compromise settlements; 3) Representing taxpayers in meetings and hearings with URA and before the Tax Appeals Tribunal (TAT). Taxpayers must NEVER handover payment obligations for taxes exclusively to tax agents—all taxes must be paid directly into the URA bank account via PRN."
"How do I search for and verify licensed customs clearing agents on the URA portal?","To find licensed customs clearing agents: 1) Visit ura.go.ug/en/choose-agents/licensed-import-export-tax-agents/; 2) Search by agent company name, TIN, tax office, or license number; 3) Check registration status, license issue date, and license expiry date; 4) Ensure the clearing agent is actively accredited on Asycuda World for customs import/export declarations. Note: Never give cargo tax payments to the agent; always generate a PRN on the customs assessment and pay directly."
"Where do I search for licensed domestic tax (DT) agents and practitioners?","To verify licensed domestic tax practitioners: 1) Visit ura.go.ug/en/choose-agents/licensed-domestic-tax-agents/; 2) Search by agent name, TIN, or license number; 3) Confirm active registration status granted by the Tax Agents Registration Committee (TARC); 4) After verifying, log in to portal.ura.go.ug (or ura.go.ug/en/etax-login/) and use 'Appoint Agent' to securely delegate authority without revealing your master password."
"How do I appoint or authorize a licensed tax agent on my URA portal account?","To appoint a tax agent online: 1) Log in to portal.ura.go.ug with your 10-digit TIN and password; 2) Go to e-Services > Tax Agent Management > Appoint Tax Agent; 3) Enter the licensed tax agent's 10-digit TIN; 4) Select the delegation scope: Return Filing & Certification, Ledger Inquiries, Assessment Objections (Section 24), Refund Applications, or Full Representation; 5) Set the authorization expiry date and submit; 6) The agent accepts the mandate on their portal account. You can view or revoke mandates at any time."
"What is the Income Tax Agents - WHT list under Choose a Tax Agent?","Under ura.go.ug/en/choose-agents/ (Income Tax Agents - WHT tab), URA publishes the official gazetted schedule of entities legally designated under Section 119 of the Income Tax Act. These designated agents (including government MDAs and large private corporations) are mandated to deduct 6% Withholding Tax from supplier payments exceeding UGX 1,000,000 and issue automated Withholding Tax Credit Certificates."
"What is the VAT Agents - WHT list under Choose a Tax Agent?","Under ura.go.ug/en/choose-agents/ (VAT Agents - WHT tab), URA publishes the statutory directory of designated VAT withholding agents appointed by the Minister under Section 5(2) of the VAT Act. Appointed agents must withhold 6% (or standard 18% where gazetted) of taxable value from supplier invoices, remit it to URA on Form DT-1014 by the 15th of the following month, and provide credit to the supplier."
