question,answer
"How can I get started with exporting from Uganda?","To start exporting from Uganda: 1) Register your business with the Uganda Registration Services Bureau (URSB); 2) Obtain an active 10-digit TIN and Exporter's Registration with the Uganda Revenue Authority; 3) Acquire sector-specific export permits for regulated items (e.g. MAAIF for agricultural produce, UCDA for coffee, or MTIC for grain); 4) Appoint a certified customs clearing agent to handle export declarations in Asycuda World; 5) Ensure goods are properly labelled 'Produced in Uganda for Export'."
"What are the prohibited and restricted export commodities in Uganda?","Under the East African Community Customs Management Act (EACCMA Third Schedule): 1) Prohibited Exports (Part A) are illegal to export under all circumstances, including ivory, raw game trophies, guns, and narcotics; 2) Restricted Exports (Part B) require special authorization from relevant ministries before export, including timber, scrap metal, maize grain, charcoal, unprocessed fish, and used lead-acid batteries. Attempting to export restricted items without an approved permit results in cargo seizure and penalties."
"What export incentives and tax support programs exist in Uganda?","Uganda provides strong export incentives: 1) VAT Zero-Rating (0%) on all exported goods and services under Section 24 VAT Act, allowing full input tax recovery; 2) Duty Drawback under Section 138 EACCMA, refunding customs duties paid on imported raw materials used in manufacturing export goods; 3) 10-Year Income Tax Holiday under Section 21 ITA for agro-processors and Free Zone manufacturers exporting at least 80% of production; 4) Exemption from export duties on almost all manufactured goods."
"What payment methods are commonly used in international trade from Uganda?","Common international trade payment methods from Uganda include: 1) Letters of Credit (LCs) — provide a secure bank guarantee of payment upon presenting compliant shipping documents; 2) Advance Payment / Cash in Advance — buyer pays before shipment, offering lowest risk for exporters; 3) Documentary Collections — banks hold shipping documents until the buyer settles payment; 4) Open Account — goods are shipped before payment, suitable for established long-term trading partners; 5) Consignment — payment is made after the importer sells the goods abroad."
"What quality standards and certifications are required for exporting goods from Uganda?","Exporters must meet quality and phytosanitary standards: 1) Agricultural & Food Exports: Governed by the Ministry of Agriculture, Animal Industry and Fisheries (MAAIF), which inspects and issues Phytosanitary and Veterinary Health Certificates; 2) Standard Conformity: The Uganda National Bureau of Standards (UNBS) verifies standards compliance and issues export quality certificates; 3) Coffee: The Uganda Coffee Development Authority (UCDA) regulates coffee quality grading and cupping before export."
"What is the REX system and how does it benefit Ugandan exporters?","The Registered Exporter (REX) system is a self-certification framework for origin of goods exported to the European Union, Norway, Switzerland, and Turkey under the Generalized System of Preferences (GSP). Once registered with URA Customs as a REX exporter, businesses issue Statements on Origin directly on commercial invoices without needing physical movement certificates (EUR.1), speeding up customs clearance and granting duty-free access."
"What is a One Stop Border Post (OSBP) and which borders operate as OSBPs in Uganda?","A One Stop Border Post (OSBP) is a joint border facility where border agencies of two neighboring countries operate under one roof, completing exit and entry formalities in a single stop. In Uganda, major operational OSBPs include Busia and Malaba (Kenya), Katuna and Mirama Hills (Rwanda), Elegu (South Sudan), Mutukula (Tanzania), and Mpondwe and Goli (DRC). OSBPs have reduced cargo border transit times from 24 hours to under 4 hours and operate the Simplified Trade Regime (STR) for goods under USD 2,000."
"What import and export facilitation programs does URA offer to exporters?","URA provides several trade facilitation programs: 1) Authorized Economic Operator (AEO) status granting green channel fast-track clearance without physical inspection; 2) The Uganda Electronic Single Window (UESW) enabling electronic lodgement and cross-agency permit approvals in one step; 3) Pre-Arrival Clearance allowing export/import entries to be processed before goods arrive at border stations; 4) Dedicated Client Relationship Managers for high-volume commercial traders."
"How does URA manage transit cargo moving through Uganda?","Transit cargo through Uganda is tracked using the Regional Electronic Cargo Tracking System (RECTS) equipped with GPS satellite electronic seals. Carriers travel with a Cargo Movement Document (C2 or C63 road transit document) along designated geo-fenced corridors. Upon arrival at the exit border OSBP, customs officers inspect the electronic seal integrity and perform electronic exit in Asycuda, automatically discharging the transit bond."
"What logistics and shipping arrangements should exporters consider when shipping from Uganda?","Key logistics arrangements include: 1) Working with licensed freight forwarders affiliated with the Uganda Clearing Industry and Forwarding Association (UCIFA); 2) Selecting appropriate transport modes: maritime via Mombasa or Dar es Salaam for containerized cargo, air freight via Entebbe for perishables/flowers, or road freight for regional EAC destinations; 3) Agreeing on ICC Incoterms (e.g. FOB, CIF, EXW) to define cost allocation and risk transfer; 4) Securing marine and transit cargo insurance."
"What financial assistance and credit facilities are available for Ugandan exporters?","Export financing options include: 1) Uganda Development Bank (UDB) long-term concessional loans and export working capital financing; 2) Commercial bank trade finance facilities (invoice discounting, letters of credit lines, packing credit loans); 3) Bank of Uganda Agricultural Credit Facility (ACF) for processing machinery; 4) Regional development bank lines (Afreximbank and East African Development Bank EADB); 5) Matching grants and technical assistance from Trademark Africa and export development initiatives."
"What is the difference between Intra-Region Cargo Transfers and Exports outside the EAC?","Under URA export guidelines at https://ura.go.ug/en/export-procedures/: 1) Intra-Region Cargo (Transfers) covers goods traded within East African Community partner states. The declaration is lodged in the importing partner state's customs system, transmitted to URA Asycuda, issued a C2 Cargo Movement Document, and exited at the border; 2) Exports outside EAC (e.g. coffee to Europe/Asia) require an export declaration in URA Asycuda, electronic transmission to KRA ICMS, issuance of a C2 document for transit to Mombasa port, and final export bond discharge when loaded onto the vessel under Section 77 EACCMA."
"What are the procedures and forms for temporary exports and re-importation?","For goods exported temporarily for exhibition, refurbishment, or overseas repair: 1) The exporter obtains a detailed examination account endorsed by customs at the exit station; 2) Obtains a Re-Importation Certificate (Form P45) from Customs at the time of export clearance; 3) Upon re-importation, duty is only payable on the value added attributable to repairs, added equipment, or manufacturing costs incurred outside Uganda. Goods repaired free of charge under warranty are released duty-free."
"What is the Simplified Export Regime (SE1) and how does it work?","The Simplified Export (SE1) regime in ASYCUDA World eases cross-border informal trade: 1) Self-clearance by the exporter with no clearing agent required; 2) Exporter TIN is not mandatory; 3) Designed for consignments with customs value not exceeding USD 2,000 transported by bicycle, wheelbarrow, motorcycle, or head-load; 4) Accompanied by a Simplified Certificate of Origin (SCOO) issued manually at the border; 5) Processed instantly by front-desk customs officers."
"What is the Export Regime for Small Scale Traders (ES1)?","The ES1 regime serves small-scale exporters whose customs value does not exceed USD 2,000 but the cargo is transported by motorized trucks (e.g. 10 metric tons of maize). Unlike SE1, ES1 requires a licensed clearing agent's TIN (though the exporter does not need a TIN), and customs processes release upon physical inspection against the simplified declaration."
"Where can I download the official URA Export Procedures Brochure?","The official booklet 'EXPORT PROCEDURES' (Vol. 2 Issue 2 FY 2023-24, 8 pages) is downloadable at https://ura.go.ug/wp-content/uploads/2024/06/EXPORT-PROCEDURES-ENGLISH-2023-24.pdf and published under General Tax Information at https://ura.go.ug/en/export-procedures/ and https://ura.go.ug/en/category/tax-education/general-tax-information/export-procedures/ (authored by Esther Watsemwa, June 20, 2024)."
