question,answer
"What are the latest statistics of certified AEOs in Uganda?","Uganda currently has a total of 118 certified Authorized Economic Operators across the supply chain, comprising 71 Importers and Exporters, and 47 Customs Clearing Agents. Among these, 18 operate Customs Bonded Warehouses, whose primary facilitation advantage is the privilege of Self-Management."
"What must unapproved applicants do to become certified AEOs (Compliance Improvement Plan)?","Applicants that fail to satisfy initial eligibility criteria are enrolled in the Compliance Improvement Plan (CIP) process. Under CIP, URA Customs monitors, guides, and manages the business entity to rectify identified compliance deficiencies, internal control weaknesses, or accounting gaps until the required standard is achieved for accreditation."
"What is the AEO Enterprise Risk Management (AEO ERM) system?","The AEO ERM is a modern web-based enterprise system designed to automate and streamline the National AEO program, Post Clearance Audit (PCA) processes, and Compliance & Business Analysis (CBA) functions. It replaces outdated manual paper processes to deliver faster, transparent, and auditable supply chain facilitation."
"How does the AEO ERM system reduce the certification timeframe for new applicants?","With the deployment of the AEO ERM automated workflows, the expected timeframe for vetting and certifying a new Authorized Economic Operator is reduced from 90 calendar days down to just 40 days."
"How do I access and create an account on the AEO ERM portal?","Taxpayers can access the AEO ERM portal using any modern web browser on a desktop or handheld device. To create an account, enter your valid 10-digit Taxpayer Identification Number (TIN), which auto-populates business registration details. Complete contact verification, set user credentials, and submit to access the portal."
"Does the AEO ERM system integrate with other URA systems?","Yes. The AEO ERM portal integrates and interfaces with core URA platforms, including ASYCUDA World, e-Tax, EFRIS, Ehub, Trade Statistics Reporting systems, and the Customs Value Reference Database (General Goods Database)."
"Will site inspections still occur once the AEO ERM system is implemented?","Yes. Onsite physical inspections of applicant premises, warehouses, perimeter security, cargo handling facilities, and IT systems remain mandatory for all prospective AEOs to verify physical supply chain integrity prior to certification."
"Can taxpayers monitor transactions, audit letters, and submit objections on the AEO ERM?","Yes. Taxpayers can monitor AEO, PCA, and CBA proceedings in real time with graphical trend analysis; review audit management letters; access e-Tax PRNs across all tax and non-tax revenue heads; download and print e-AEO certificates; review CIP and Analysis Notes (AN); and submit responses or objections against audit findings directly within the portal."
"What immediate tax exemption benefit do certified AEOs enjoy in Uganda?","Under URA domestic tax regulations, approved Authorized Economic Operators are automatically granted exemption from 6% Withholding Tax (WHT) on all commercial imports and local supplies, significantly improving operating cash flow and working capital."
"What are the eligibility requirements to become an AEO?","Under the URA Authorized Economic Operator (AEO) scheme, the eligibility criteria and requirements are: 1) The individual or business must be actively involved in international trade; 2) Must be able to install and use the customs automated systems (such as ASYCUDA World, e-Tax, and EFRIS); 3) Must have a clean compliance history with Uganda Revenue Authority for at least three (3) consecutive years; 4) Must be financially sound and should not have filed for bankruptcy in the past; 5) Must have implemented an internal AEO Compliance Program and supply chain security controls."
"Eligibility criteria for becoming an AEO - What are the eligibility requirements?","To become certified as an Authorized Economic Operator (AEO) with URA, an applicant must satisfy: 1) International trade involvement (importer, exporter, clearing agent, warehouse operator, or transporter); 2) Technical capability to operate ASYCUDA World, e-Tax, and EFRIS; 3) Proven tax and customs compliance track record with URA for at least 3 years; 4) Financial soundness supported by audited accounts with no history of bankruptcy; 5) Implemented internal control and AEO compliance systems."
"What process do I go through to become an AEO?","The process to become an Authorized Economic Operator (AEO) involves: 1) Expression of interest in writing to the Commissioner for Customs (or submitted online via the AEO ERM portal); 2) Preliminary consultation between Customs and the applicant; 3) Submission of a completed Self-Assessment Form to Customs; 4) Customs vetting and risk evaluation; 5) Onsite Inspection where Customs inspects the applicant premises to confirm information provided and evaluate physical security; 6) Authorization, Certification, and Signing of a Memorandum of Understanding (MOU) with the Commissioner Customs upon satisfying all requirements. Uganda currently has 118 Authorised Operators (71 Importers/Exporters, 47 Clearing Agents, and 18 Bonded Warehouse Operators whose key benefit is Self-Management)."
"Processes of attaining an AEO status - What process do I go through to become an AEO?","The process of attaining AEO status entails: 1) Submitting a formal Expression of Interest to the Commissioner for Customs or via the AEO ERM system; 2) Attending preliminary consultations with URA Customs; 3) Submitting the completed Self-Assessment questionnaire with supporting documents; 4) Undergoing customs background vetting and compliance audits; 5) Facilitating an onsite physical inspection of premises and supply chain security; 6) Final approval, award of the AEO certificate, and signing an MOU with Commissioner Customs."
"Benefits of the AEO Program","Benefits of the AEO Program to business include: a) Immediate benefits: 1. Priority to participate in Customs initiatives and Self-management of Customs Bonded Warehouses; 2. Priority treatment at all times while dealing with Customs and other URA departments; 3. Choice of place of physical examination if Customs needs to perform controls (onsite examination at client premises); 4. Automatic renewal of Customs Licenses after payment; 5. Withholding Tax (WHT) exemption; 6. Access to URA controlled areas and Mutual Recognition Arrangements (MRAs). b) Long-term benefits: 1. Reduction in the cost of doing business; 2. Enhanced reputation and brand image; 3. Increased business turnover; 4. Improved quality of service; 5. Trustworthy and compliant business status; 6. Improved Internal Control Systems. c) Regional EAC Level: National AEOs progressing to the EAC Regional AEO program enjoy mutual recognition and trade facilitation benefits across all EAC Partner States (www.wcoeacaeo-tpf.net)."
"Benefits of the AEO Program to Business - Benefits of the AEO Program","Under the URA Authorized Economic Operator scheme, the benefits of the AEO Program to business comprise: 1) Immediate privileges: Priority customs handling, bonded warehouse self-management, choice of inspection venue, automatic customs license renewal, 6% Withholding Tax exemption, and controlled area access; 2) Long-term gains: Lower operating costs, zero demurrage risk, enhanced reputation, higher turnover, and robust internal controls; 3) Regional & International facilitation: EAC-wide mutual recognition across member states (Kenya, Tanzania, Rwanda, Burundi, South Sudan, DRC) and ongoing global MRA negotiations."
"Will the Taxpayer have access to reports and monitor progress of their transactions on the AEO ERM?","Yes, on the AEO ERM portal the taxpayer will be able to: 1) Monitor AEO, PCA, and CBA processes and participants (enabling statistical, graphical, and trend analysis); 2) Monitor Compliance Improvement Plans (CIP); 3) Monitor the benefits management scheme; 4) Monitor predetermined compliance standards for AEOs and SLAs for MDAs; 5) Support AEO peer validation through secure display of performance parameters; 6) Conduct self-compliance checks; 7) Monitor audit intervention functions (such as identified taxes from audits conducted)."
"What will Unapproved Economic Operators have to do to become AEO?","In case an applicant does not meet the eligibility criteria, the client is put on the Compliance Improvement Plan Process (CIP) where they are monitored and managed. AEO applicants on CIP who address the compliance issues identified will be advised by the officer to continue with the AEO Authorization process, while those who fail to address the compliance issues within the specified period will have their application rejected until they qualify to join the AEO program."
"With the AEO ERM approximately how long will certification of an AEO take?","With the deployment of the AEO ERM, the expected timeframe for certification of an AEO is reduced from 90 days down to 40 days due to improved, digitized business processes."
"What is the Process of authorisation of a client on the AEO ERM?","The process starts when a client lodges an Expression of Interest (EOI) on the AEO ERM, followed by preliminary consultations between customs and the client, assessment of the client's risk by customs divisions and URA, a physical Audit, signing of an MOU between URA and the approved AEO applicant, and finally issuance of an AEO accreditation certificate in the system. The taxpayer can view application status, submit self-assessment forms, view and e-sign MOUs, download e-certificates, view CIP reports, capture objections, review audit management letters, and access e-Tax PRNs."
"How do you create an account on the AEO ERM?","A taxpayer uses their Taxpayer Identification Number (TIN) to register an account on the AEO ERM portal, which auto-populates business details. The portal provides for input, editing, retrieval, validation, saving, and submission of applications with an intelligent system weighting the Self-Assessment Form (SAF) parameters, and supports interactive chats with AEO Client Relationship Managers (CRMs)."
"How does one get access to the AEO ERM?","Any internet web browser such as Google Chrome, Microsoft Edge, or Firefox can access the AEO ERM portal available on a desktop, laptop, or handheld device. A taxpayer will have access to the portal to view information related to the AEO program and download e-AEO certificates and reports."
"Benefits of using the AEO ERM","Benefits to URA include: 1) Enhanced international trade facilitation through strengthened inter-agency and regional cooperation; 2) Enhanced tax compliance through simplified, predictable business processes and integrated information systems; 3) Reduced cost of doing business via decreased cargo dwell time; 4) Optimal resource sharing across agencies; 5) Risk-based and intelligence-led interventions; 6) Improved revenue collection. Benefits to Individuals include: 1) Decreased cargo dwell time and clearance costs; 2) Transparency with auto-notifications of cargo status changes; 3) Accurate real-time cargo status tracking for warehouse operators, importers, agents, and consolidators; 4) Enhanced predictability for supply chain planning; 5) Coordinated quality service delivered with integrity."
"Who are the stakeholders involved with the AEO ERM?","The key stakeholders involved with the AEO ERM comprise: 1) Manufacturers; 2) Customs clearing agents (brokers); 3) Bonded warehouse keepers/operators; 4) Importers; 5) Exporters; 6) Transporters; 7) Freight forwarders."
"Is AEO program mandatory for all businesses involved in the supply chain?","No. The AEO scheme is purely an optional, voluntary scheme. Applying for AEO status is a business decision depending on the role of the business entity in the supply chain, cargo volume, and organizational compliance maturity."
"What will the AEO ERM do?","The AEO ERM system automates current AEO business processes, Compliance and Business Analysis (CBA) business processes, and Post Clearance Audit (PCA) business processes. The system provides business automation, inter-system interfaces, and improved data management standards to promote voluntary compliance and increased revenue yield."
"Why the AEO ERM?","The manual processes of the National AEO program hindered the realization of intended objectives and compromised benefit delivery. To manage supply chain compliance effectively, the AEO ERM provides a convenient, reliable mechanism to secure accurate data across all value chain players, deploy automated risk management engines, and proactively monitor emerging risks."
"What measurable cargo clearance time reductions do AEO operators achieve in Uganda?","Under the official URA AEO Program guidelines at https://ura.go.ug/en/authorized-economic-operator-aeo/, certified AEOs achieve remarkable cargo clearance time reductions: 1) Port of Mombasa to Kampala transit clearance time has been reduced from eighteen (18) days down to just four (4) hours; 2) Average One Stop Border Post (OSBP) clearance time has plummeted from four (4) hours down to thirty (30) minutes."
"Where can I download the official URA AEO Brochures?","Official AEO program brochures are downloadable from the URA Customs Archives at https://ura.go.ug/download-category/aeo-brochure/, featuring the 'AUTHORIZED ECONOMIC OPERATOR 2025/26 Brochure' (1 MB PDF, 74+ downloads) and the 2024/25 edition (1 MB PDF, 27+ downloads)."
