question,answer
"Which public international organizations are accredited to Uganda for customs privileges?","There are 87 accredited public international organizations and bilateral agencies in Uganda, including DANIDA, DLCOEA, GIZ, EADB, ESAMI, EU, FAO, IMF, World Bank, WFP, WHO, UNICEF, UNDP, UNFPA, UNHCR, USAID, JICA, NORAD, ADA, DFID, ICRC, African Union, MSF, IOM, TMEA, and others entitled to diplomatic customs tax and fuel exemptions under EACCMA Fifth Schedule Part A."
"What is the legal basis for a general customs duty refund?","General customs refunds are governed by EACCMA 2004 Sections 143 and 144, and Section 57(3) & (4). Section 143 covers goods not in accordance with contract of sale or damaged before delivery from customs, returned to seller under section 75 or destroyed. Section 144 covers goods damaged or destroyed while subject to customs control, or duty paid in error. Both require claims to be presented within 12 months of duty payment."
"What are the qualifying transactions and supporting documents for a general customs refund?","Qualifying transactions and required documents include: 1) Customs refund Form C33 (damaged in customs) or Form C34 (error or contract breach) endorsed by clearance station; 2) Proof of tax payment; 3) Permission to re-export or destruction certificate; 4) Commercial invoices, packing lists, and correspondences; 5) Police report, Kenyan tax payment receipt, and incident photographs for accident or stolen transit goods."
"What is the procedure for clearing a general customs refund claim?","1) Claimant completes Form C.33 (s.144(1)(a)) or Form C.34 (s.143/s.144(1)(b)) and attaches all records; 2) Lodges claim with Head of Station where duties were paid; 3) Officer checks correctness, stamps claim, and updates system Inspection Act; 4) Supervisor Refunds Unit face vets, registers, and allocates to auditor; 5) Auditor prepares audit report with background, documents, computations, and recommendations; 6) Report is authorized per delegation thresholds and sent to AC Finance Division for payment."
"How are surplus proceeds from customs auction of goods refunded to the owner?","Under Section 57(3) of EACCMA, auction proceeds are applied in order: duties, sale expenses, customs/warehouse rent and charges, port charges, and freight. Under Section 57(4), any remaining surplus balance shall be paid to the owner if application is made within one (1) year from the date of the sale; otherwise, the balance is forfeited to customs revenue."
"What is Duty Drawback (DDB) and what is its legal basis?","Duty Drawback (DDB) is a refund of import duty paid on imported raw materials used in the manufacturing of finished products that are subsequently exported. It is governed by EACCMA 2004 Sections 138, 139, and 140, and the East African Community Customs Regulations 2010 Regulations 138, 139, 140, 141, and 142."
"Which entities are entitled to claim Duty Drawback?","According to Section 139(1) of EACCMR 2010, only registered manufacturers who have applied and fulfilled all statutory requirements can claim Duty Drawback upon exporting their manufactured products."
"What is the procedure for Duty Drawback registration (Form C30)?","1) Applicant submits Form C30 to Commissioner Customs Department (CCD); 2) AC Customs Audit forwards to Supervisor Refunds Unit for face vetting of business name, factory address, TIN, VAT, incorporation certificate, and director details; 3) Inspection team conducts factory site visit to confirm manufacturing capacity; 4) Supervisor Refunds requests Tariff and Information Division (TID) to calculate input-output ratios; 5) Inspection team submits report; 6) AC Customs Audit approves application and allocates an official DDB registration number."
"What is the procedure for claiming Duty Drawback on exported goods (Form C31)?","1) Claimant fills Form C.31 under Regulation 139(1) EACCMR 2010 with all export documents and raw material import entries, lodging it with Supervisor Refunds within 12 months of export; 2) Supervisor face vets and registers claim; 3) Auditor reviews computations against approved input-output ratios and prepares audit report; 4) Authorized per delegation thresholds; 5) Forwarded to AC Finance Division for electronic payment."
"What conditions and limitations apply to Duty Drawback claims under Section 138?","Under Section 138 EACCMA: 1) Goods must be entered for export and produced for examination before departure; 2) Claim must be presented within 12 months from date of exportation; 3) Drawback is NOT allowed if the home consumption value is less than the drawback amount, or if import duty was less than USD 100; 4) Drawback is allowed if goods were destroyed or damaged by accident on board and discharged or abandoned to customs."
"What are the administrative financial approval thresholds for customs refunds in URA?","Refund approval thresholds are: 1) Up to UGX 1,000,000: Recommended by Supervisor Refunds Unit, authorized by Manager Customs Audit; 2) Above UGX 1,000,000 up to UGX 10,000,000: Recommended by Manager Customs Audit, authorized by Assistant Commissioner (AC) Customs Audit; 3) Above UGX 10,000,000: Recommended by AC Customs Audit, authorized by Commissioner Customs. Payment is disbursed electronically by AC Finance Division."
