question,answer
"What are the requirements for an investor to qualify for a 10-year Tax Holiday?","Under Section 21 of the Income Tax Act, a 10-year income tax holiday is granted to investors who: 1) Invest in Free Zones, Industrial Parks, or agro-processing exporting at least 80% of finished goods; 2) Meet capital threshold: USD 10 million for foreign investors or USD 1 million for Ugandan/EAC citizens; 3) Employ at least 100 Ugandan citizens (or 70% of staff); 4) Use at least 50% locally sourced raw materials. Apply via portal.ura.go.ug > e-Services > Tax Incentives > Tax Holiday."
"How do I apply for a Tax Waiver on penalties and interest?","To apply for a tax waiver: 1) Go to portal.ura.go.ug > e-Services > Tax Incentives > Tax Waiver; 2) Under Section 66 TPCA (Voluntary Disclosure), disclose undeclared tax liabilities before an audit starts to get a 100% waiver of penal tax and interest; 3) Under Section 40 TPCA (Hardship Remission), taxpayers facing severe insolvency, medical distress, or disaster can request tax remission; 4) Submit the online waiver application with financial statements and hardship evidence."
"How do I authenticate a URA Tax Exemption Certificate or Tax Holiday Ruling?","To authenticate an exemption certificate or ruling: 1) Visit portal.ura.go.ug > e-Services > Tax Incentives > Document Authentication (or e-Services > Document Authentication); 2) Select document type (WHT Exemption Certificate, Income Tax Exemption Letter, or Tax Clearance Certificate); 3) Enter the Document Reference Number; 4) Enter CAPTCHA and click Verify Document. The portal displays taxpayer legal name, TIN, issue date, validity period, and approval status."
"What is the Comprehensive List of Exempt Importations in Uganda?","The Comprehensive List of Exempt Importations is the statutory schedule of goods eligible for import duty and tax exemptions under the East African Community Customs Management Act (EACCMA 2004) Fifth Schedule Part B and Section 18(10) of the Value Added Tax Act. It covers key national priority sectors including agriculture, renewable energy, manufacturing, healthcare, tourism, and mineral exploration."
"What agricultural machinery and implements are exempt from customs duty and VAT (APC 478)?","Under Section 18(10) and Schedule 3 of the VAT Act, and EACCMA Fifth Schedule Part B, agricultural machinery and implements attract 0% Import Duty, 0% VAT, and 0% WHT under Additional Procedure Code (APC) 478. Eligible items include agricultural tractors, sprayers, irrigation pumps and pipes, disc ploughs, harrows, combine harvesters, silage cutters, and post-harvest grain milling and drying machinery."
"How do I claim customs duty exemption on solar and wind energy equipment (Item 26 Part B)?","Under Item 26 Part B of EACCMA Fifth Schedule, equipment and specialized accessories for solar and wind power generation qualify for 0% Import Duty, 0% VAT, and 0% WHT under APC 472. Qualifying goods include photovoltaic panels, solar inverters, charge controllers, wind turbines, and deep cycle storage batteries. Crucially, standard automotive cranking/starter batteries are strictly excluded from this exemption."
"What are the exemption conditions for hotel operational equipment under Item 21 Part B?","Under Item 21 Part B of EACCMA Fifth Schedule, hotel equipment (commercial kitchen appliances, industrial laundry machines, linen, cutlery, crockery, refrigeration units) qualifies for duty-free importation under APC 472. Conditions: 1) The hotel must possess a valid Tourism Operating License; 2) Obtain an official endorsement letter from the Uganda Hotel Owners Association (UHOA); 3) All equipment and linens must be permanently printed or engraved with the hotel's registered logo to prevent commercial diversion."
"How do manufacturers import industrial machinery replacement spare parts duty-free (APC 492, Item 31)?","Under Item 31 Part B of EACCMA Fifth Schedule, replacement spare parts for industrial machinery falling under HS Chapters 84 and 85 are exempt from import duty when imported for use solely in a licensed manufacturing plant in Uganda. Importers declare under APC 492 and must attach an official recommendation letter from the Uganda Manufacturers Association (UMA) or the Ministry of Trade, Industry and Cooperatives (MTIC)."
"What equipment qualifies for oil, gas, and geothermal exploration exemption (APC 475, Item 30(a))?","Under Item 30(a) Part B of EACCMA Fifth Schedule, goods, specialized drilling rigs, survey machinery, vehicles, and materials for direct and exclusive use in petroleum and geothermal exploration and development qualify for duty and tax exemption under APC 475. Importers must hold an exploration license and have the consignment approved on the Master Facility List endorsed by the Petroleum Authority of Uganda (PAU)."
"What are the clearance requirements for exempt imported medicines, reagents, and medical equipment?","Under Items 14 and 16 Part B of EACCMA Fifth Schedule and Section 18(10) VAT Act, finished essential human medicaments, diagnostic reagents, and medicament packaging materials are exempt from import duty and VAT. Importers must obtain an electronic import verification certificate from the National Drug Authority (NDA) via the Uganda Electronic Single Window and enter APC 478 (finished drugs) or APC 472 (reagents and raw materials) in Asycuda World."
"Are fertilizers, poultry breeding stock, and export packaging materials exempt from import duty?","Yes. Under EACCMA Fifth Schedule Part B: 1) Item 11 exempts fertilizers and soil conditioners (APC 472); 2) Item 15 exempts poultry parent stock, hatching eggs, and beekeeping gear (APC 472); 3) Animal feeds and mineral concentrates attract 0% VAT and 0% duty (APC 478) with MAAIF clearance; 4) Item 2(e) exempts packaging materials designed for packaging export goods (APC 472), provided packages are indelibly marked 'FOR EXPORT ONLY'."
